臺北市,中正區,1
花蓮縣,壽豐鄉,2
花蓮縣,豐濱鄉,3
臺東縣,長濱鄉,4
臺東縣,成功鎮,5
臺東縣,東河鄉,6
臺東縣,臺東市,7
臺東縣,綠島鄉,8
花蓮縣,瑞穗鄉,9
花蓮縣,花蓮市,10
花蓮縣,秀林鄉,11
臺東縣,卑南鄉,12
澎湖縣,白沙鄉,13
澎湖縣,馬公市,14
澎湖縣,望安鄉,15
澎湖縣,七美鄉,16
澎湖縣,湖西鄉,17
澎湖縣,西嶼鄉,18
臺東縣,關山鎮,19
花蓮縣,光復鄉,20
臺東縣,太麻里鄉,21
臺東縣,延平鄉,22
臺東縣,池上鄉,23
花蓮縣,萬榮鄉,24
花蓮縣,玉里鎮,25
花蓮縣,吉安鄉,26
花蓮縣,鳳林鎮,27
屏東縣,東港鎮,28
屏東縣,琉球鄉,29
屏東縣,林邊鄉,30
連江縣,莒光鄉,31
連江縣,南竿鄉,33
連江縣,東引鄉,34
連江縣,北竿鄉,35
南投縣,魚池鄉,36
南投縣,水里鄉,37
南投縣,埔里鎮,38
南投縣,集集鎮,39
南投縣,信義鄉,40
南投縣,名間鄉,41
苗栗縣,南庄鄉,42
新竹縣,峨眉鄉,43
新竹縣,橫山鄉,44
臺中市,和平區,45
彰化縣,彰化市,46
南投縣,南投市,47
彰化縣,員林市,48
彰化縣,花壇鄉,49
彰化縣,社頭鄉,50
彰化縣,二水鄉,51
彰化縣,田中鎮,52
彰化縣,田尾鄉,53
嘉義縣,竹崎鄉,54
嘉義縣,阿里山鄉,55
嘉義縣,梅山鄉,56
嘉義縣,番路鄉,57
屏東縣,三地門鄉,58
屏東縣,內埔鄉,59
屏東縣,霧臺鄉,60
高雄市,六龜區,61
高雄市,茂林區,62
新北市,三芝區,63
新北市,金山區,64
新北市,石門區,65
新北市,萬里區,66
新北市,八里區,67
基隆市,仁愛區,68
基隆市,安樂區,69
基隆市,中正區,70
基隆市,暖暖區,71
基隆市,七堵區,72
基隆市,中山區,73
臺南市,七股區,74
臺南市,北門區,75
嘉義縣,布袋鎮,76
雲林縣,口湖鄉,77
嘉義縣,東石鄉,78
臺南市,安南區,79
雲林縣,北港鎮,80
臺南市,將軍區,81
臺南市,東山區,82
臺南市,楠西區,83
臺南市,官田區,84
臺南市,白河區,85
臺南市,柳營區,86
新北市,貢寮區,87
宜蘭縣,頭城鎮,88
宜蘭縣,礁溪鄉,89
宜蘭縣,壯圍鄉,90
宜蘭縣,蘇澳鎮,91
宜蘭縣,五結鄉,92
金門縣,金城鎮,93
金門縣,金湖鎮,94
金門縣,金寧鄉,95
金門縣,金沙鎮,96
金門縣,烈嶼鄉,97
桃園市,桃園區,98
桃園市,復興區,99
桃園市,楊梅區,100
桃園市,龜山區,101
桃園市,蘆竹區,102
桃園市,中壢區,103
桃園市,平鎮區,104
桃園市,大園區,105
桃園市,新屋區,106
桃園市,大溪區,107
桃園市,龍潭區,108
桃園市,八德區,109
桃園市,觀音區,110
新竹縣,竹北市,111
新竹縣,芎林鄉,112
新竹縣,北埔鄉,113
新竹縣,新豐鄉,114
新竹縣,湖口鄉,115
新竹縣,尖石鄉,116
新竹縣,新埔鎮,117
新竹縣,寶山鄉,118
新竹縣,關西鎮,119
新竹縣,竹東鎮,120
苗栗縣,三義鄉,121
苗栗縣,三灣鄉,122
苗栗縣,大湖鄉,123
苗栗縣,公館鄉,124
苗栗縣,西湖鄉,125
苗栗縣,苗栗市,126
苗栗縣,泰安鄉,127
苗栗縣,通霄鎮,128
苗栗縣,造橋鄉,129
苗栗縣,苑裡鎮,130
苗栗縣,獅潭鄉,131
苗栗縣,銅鑼鄉,132
苗栗縣,竹南鎮,133
苗栗縣,卓蘭鎮,134
苗栗縣,後龍鎮,135
苗栗縣,頭份市,136
苗栗縣,頭屋鄉,137
彰化縣,鹿港鎮,138
彰化縣,北斗鎮,139
彰化縣,二林鎮,140
彰化縣,溪湖鎮,141
彰化縣,永靖鄉,142
彰化縣,福興鄉,143
彰化縣,埔心鄉,144
彰化縣,大村鄉,145
彰化縣,和美鎮,146
彰化縣,伸港鄉,147
彰化縣,線西鄉,148
彰化縣,芳苑鄉,149
彰化縣,大城鄉,150
彰化縣,秀水鄉,151
彰化縣,溪州鄉,152
彰化縣,埔鹽鄉,153
彰化縣,芬園鄉,154
彰化縣,埤頭鄉,155
南投縣,鹿谷鄉,156
南投縣,竹山鎮,157
南投縣,草屯鎮,158
南投縣,仁愛鄉,159
南投縣,國姓鄉,160
雲林縣,虎尾鎮,161
雲林縣,斗六市,162
雲林縣,古坑鄉,163
雲林縣,崙背鄉,164
雲林縣,莿桐鄉,165
雲林縣,元長鄉,166
雲林縣,二崙鄉,167
雲林縣,斗南鎮,168
雲林縣,四湖鄉,169
雲林縣,大埤鄉,170
雲林縣,林內鄉,171
雲林縣,東勢鄉,172
雲林縣,水林鄉,173
雲林縣,土庫鎮,174
雲林縣,臺西鄉,175
雲林縣,西螺鎮,176
雲林縣,麥寮鄉,177
嘉義縣,中埔鄉,178
嘉義縣,民雄鄉,179
嘉義縣,朴子市,180
嘉義縣,大埔鄉,181
嘉義縣,新港鄉,182
嘉義縣,大林鎮,183
嘉義縣,太保市,184
嘉義縣,水上鄉,185
嘉義縣,鹿草鄉,186
嘉義縣,六腳鄉,187
嘉義縣,義竹鄉,188
嘉義縣,溪口鄉,189
屏東縣,屏東市,190
屏東縣,竹田鄉,191
屏東縣,麟洛鄉,192
屏東縣,潮州鎮,193
屏東縣,萬巒鄉,194
屏東縣,里港鄉,195
屏東縣,九如鄉,196
屏東縣,高樹鄉,197
屏東縣,枋寮鄉,198
屏東縣,佳冬鄉,199
屏東縣,崁頂鄉,200
屏東縣,泰武鄉,201
屏東縣,枋山鄉,202
屏東縣,車城鄉,203
屏東縣,恆春鎮,204
屏東縣,牡丹鄉,205
屏東縣,長治鄉,206
臺東縣,金峰鄉,207
臺東縣,鹿野鄉,208
臺東縣,達仁鄉,209
花蓮縣,新城鄉,210
基隆市,信義區,211
新竹市,北區,212
新竹市,東區,213
新竹市,香山區,214
嘉義市,西區,215
嘉義市,東區,216
新北市,三重區,217
新北市,板橋區,218
新北市,新莊區,219
新北市,瑞芳區,220
新北市,淡水區,221
新北市,林口區,222
新北市,永和區,223
新北市,平溪區,224
新北市,新店區,225
新北市,鶯歌區,226
新北市,三峽區,227
新北市,蘆洲區,228
新北市,中和區,229
新北市,深坑區,230
新北市,烏來區,231
新北市,泰山區,232
新北市,土城區,233
新北市,坪林區,234
新北市,雙溪區,235
新北市,五股區,236
新北市,石碇區,237
新北市,樹林區,238
新北市,汐止區,239
臺中市,西屯區,240
臺中市,西區,241
臺中市,北區,242
臺中市,中區,243
臺中市,北屯區,244
臺中市,東區,245
臺中市,南屯區,246
臺中市,龍井區,247
臺中市,沙鹿區,248
臺中市,新社區,249
臺中市,豐原區,250
臺中市,大甲區,251
臺中市,梧棲區,252
臺中市,南區,253
臺中市,后里區,254
臺中市,東勢區,255
臺中市,潭子區,256
臺中市,烏日區,257
臺中市,太平區,258
臺中市,大雅區,259
臺中市,大里區,260
臺中市,霧峰區,261
臺南市,後壁區,262
臺南市,新營區,263
臺南市,安平區,264
臺南市,中西區,265
臺南市,南區,266
臺南市,北區,267
臺南市,善化區,268
臺南市,鹽水區,269
臺南市,新化區,270
臺南市,玉井區,271
臺南市,東區,272
臺南市,永康區,273
臺南市,歸仁區,274
臺南市,關廟區,275
臺南市,麻豆區,276
臺南市,佳里區,277
臺南市,學甲區,278
臺南市,六甲區,279
臺南市,下營區,280
臺南市,山上區,281
臺南市,新市區,282
臺南市,安定區,283
臺南市,左鎮區,284
臺南市,大內區,285
臺南市,仁德區,286
臺南市,南化區,287
臺南市,西港區,288
高雄市,前金區,289
高雄市,鹽埕區,290
高雄市,三民區,291
高雄市,小港區,292
高雄市,鼓山區,293
高雄市,新興區,294
高雄市,苓雅區,295
高雄市,左營區,296
高雄市,燕巢區,297
高雄市,鳳山區,298
高雄市,岡山區,299
高雄市,鳥松區,300
高雄市,楠梓區,301
高雄市,旗津區,302
高雄市,前鎮區,303
高雄市,路竹區,304
高雄市,美濃區,305
高雄市,湖內區,306
高雄市,大樹區,307
高雄市,旗山區,308
高雄市,橋頭區,309
高雄市,仁武區,310
高雄市,大寮區,311
高雄市,甲仙區,312
高雄市,那瑪夏區,313
高雄市,大社區,314
高雄市,林園區,315
高雄市,永安區,316
